View Detail,View Photos,Map,Federal Fiscal Year,Region,State Code,NEP Name,Project Name,Project Description,Habitat Description,Habitat Type,Acres,Miles,Feet,Restoration Technique,Donated Land,Data Unavailable,EPA Section 320,Total Project Cost,Project Benefits,Activity Name,Lead Implementer,Partners,Latitude,Longitude,Main Funding Source,Site Owner,Last Updated Date,NEP Comments,HQ Comments,HQ Status,Region Status,Total Cost,Author,Submitter Email,HMPU habitat 1,HMPU habitat 2,Count
21118,21118,"<a href=""http://google.com/maps/place/28.14159+-82.2375/@28.14159,-82.237515z  target=""_blank"">Google Map</a>",2021,Region 4,FL,Tampa Bay Estuary Program,Hillsborough River SP Longleaf Ecosystem Reclamation,"Hillsborough River SP Longleaf Ecosystem Reclamation. 
Abandoned 53 acre dairy pasture land prepared for restoration with brush removal, prescribed burns, invasive & bahia management. Following prep work, longleaf seedlings were planted on prepped area.",Abandoned dairy pasture being reclaimed to mesic flatwoods,Forest/Woodland,53.0,,,Invasives Control/Removal - Vegetation,,,0,49340,Protect or preserve open space:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Florida Park Service,,28.1416,-82.2375,Longleaf Alliance through National Fish and Wildlife Foundation,Florida Department of Environmental Protection,28-SEP-21 11.50.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XSSCOLAR,sscolaro@tbep.org,Uplands (Non-coastal),,134
21117,21117,"<a href=""http://google.com/maps/place/27.77849+-82.12378/@27.77849,-82.1237815z  target=""_blank"">Google Map</a>",2021,Region 4,FL,Tampa Bay Estuary Program,Alafia River SP Longleaf Ecosystem Reclamation,"Alafia River Longleaf Ecosystem Reclamation.  Post-mining & pasturage sites being reclaimed to sandhill & mesic flatwoods. Fire, invasive management prep; 44,000 longleaf planted on 107 acres of prepped area.  Total project, 146 acres.",Post-mining & pasturage sites being reclaimed to sandhill & mesic flatwoods,Forest/Woodland,146.0,,,Planting,,,0,62605,Protect or preserve open space:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for fish/shellfish:Protect/improve/provide habitat for other wildlife,Restoration,Florida Park Service,,27.7785,-82.1238,National Fish and Wildlife Foundation,Florida Department of Environmental Protection,28-SEP-21 11.48.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XSSCOLAR,sscolaro@tbep.org,Uplands (Non-coastal),,25
21140,21140,"<a href=""http://google.com/maps/place/27.93715+-82.76855/@27.93715,-82.7685515z  target=""_blank"">Google Map</a>",2021,Region 4,FL,Tampa Bay Estuary Program,Eagle Lake Water Quality Improvements,"Eagle Lake Water Quality Improvements. Pond modification to add water quality treatment components. Pond & conveyance modification to create littoral zone, floating wetland islands, and stormwater harvesting elements.",Pond modification to add water quality treatment components.,Lake/Pond,12.5,,,Planting,,,0,474600,Improve or protect water quality:Protect/improve/provide habitat for other wildlife,Restoration,Pinellas County,,27.9372,-82.7686,Pinellas County (Penny for Pinellas),Pinellas County,28-SEP-21 10.15.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XGRAULER,graulerson@tbep.org,Non-forested Freshwater Wetlands,,3
21141,21141,"<a href=""http://google.com/maps/place/28.1389+-82.6591/@28.1389,-82.659115z  target=""_blank"">Google Map</a>",2021,Region 4,FL,Tampa Bay Estuary Program,Ed Center Loop North burn unit,Ed Center Loop North burn unit.  Sandhill & flatwoods in Brooker Creek Preserve.  Ecological prescribed burn to maintain the plant biodiversity which will also provide good habitat for resident wildlife.,Sandhill & flatwoods in Brooker Creek Preserve,Forest/Woodland,30.0,,,Prescribed Burn,,,0,3000,Protect/improve/provide habitat for other wildlife,Maintenance,Florida Forest Service,,28.1389,-82.6591,Services in lieu of rent for Florida Forest Service work site,Pinellas County,28-SEP-21 11.45.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XGRAULER,graulerson@tbep.org,Uplands (Non-coastal),,33
21165,21165,"<a href=""http://google.com/maps/place/27.6427+-82.74093/@27.6427,-82.7409315z  target=""_blank"">Google Map</a>",2021,Region 4,FL,Tampa Bay Estuary Program,Give-A-Day at Fort DeSoto,"Give-A-Day at Fort DeSoto.  Beach and sand dune area, adjacent coastal hammock and back dune.  Debris removal from Fort De Soto to reduce negative effects of trash on nesting birds and sea turtles. In total, 35 volunteers removed 78 lbs. of debris from the area.","Beach and sand dune area, adjacent coastal hammock and back dune.",Dune,,,1000.0,Debris Removal,,,223,223,Improve or protect water quality:Improve/Increase educational or recreational opportunities:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for fish/shellfish:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.6427,-82.7409,EPA Section 320,Florida Department of Environmental Protection,28-SEP-21 08.07.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XSSCOLAR,sscolaro@tbep.org,Coastal Uplands,,1
21160,21160,"<a href=""http://google.com/maps/place/27.87577+-82.59432/@27.87577,-82.5943215z  target=""_blank"">Google Map</a>",2021,Region 4,FL,Tampa Bay Estuary Program,Give-A-Day at Gandy Beach,"Give-A-Day at Gandy Beach.  Mangrove fringing causeway, significant recreational use by paddlers who launch between the mangrove forests. Heavily utilized by native shorebirds for nesting.  This event was a great display of partnership to protect a beloved natural resource and debris hotspot. Twenty five (25) volunteers attended and removed over 400 pound of debris from the beach access along Gandy beach.","Mangrove fringing causeway, significant recreational use by paddlers who launch between the mangrove forests. Heavily utilized by native shorebirds for nesting",Estuarine Shoreline,,,100.0,Debris Removal,,,296,296,Improve or protect water quality:Improve/Increase educational or recreational opportunities:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for fish/shellfish:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.8758,-82.5943,EPA Section 320: TBEP workplan funds,Florida Department of Transportation,28-SEP-21 08.14.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XSSCOLAR,sscolaro@tbep.org,Intertidal Estuarine (Other),,10
21166,21166,"<a href=""http://google.com/maps/place/27.60642+-82.5726/@27.60642,-82.572615z  target=""_blank"">Google Map</a>",2021,Region 4,FL,Tampa Bay Estuary Program,World Oceans Day,"World Oceans Day, June 8, 2021.  In celebration of World Ocean's Day, volunteers paddled out to Mariposa Key where we removed about 500 pounds of trash and debris from around the island and Moses' Hole; 1500 linear feet.  Mangrove island a short paddle from a large section of preserved coastal forested wetland and upland habitat.",Mangrove island a short paddle from a large section of preserved coastal forested wetland and upland habitat.,Mangrove,,,1500.0,Debris Removal,,,384,384,Improve or protect water quality:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for fish/shellfish:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.6064,-82.5726,EPA Section 320,Florida Department of Environmental Protection,28-SEP-21 11.16.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XSSCOLAR,sscolaro@tbep.org,Mangrove Forests,,2
21164,21164,"<a href=""http://google.com/maps/place/27.81078+-82.7861/@27.81078,-82.786115z  target=""_blank"">Google Map</a>",2021,Region 4,FL,Tampa Bay Estuary Program,Rays Give-A-Day for the Bay,"Rays Give-A-Day for the Bay.  In an effort to give back to the community, the Tampa Bay Rays employees participated in a coastal planting event at the St. Petersburg College STEM Center. They planted 120 cordgrass (spartina alterniflora) and seagrape (cocolobum) around the peninsula. Additionally, they removed over 700 pounds of marine debris washed along the shoreline. One of the items the Rays removed, included a derelict boat that had been stranded on the property for months.","Recently restored mangrove wetland, adjacent coastal hammock, salt flat, and oyster reef",Forested Wetland,,,2500.0,Planting,,,500,1000,Climate Change Adaptation:Erosion control:Improve or protect water quality:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for fish/shellfish:Protect/improve/provide habitat for other wildlife,Restoration,Tampa Bay Estuary Program,,27.8108,-82.7861,EPA Section 320,St. Petersburg College,28-SEP-21 08.22.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XSSCOLAR,sscolaro@tbep.org,Forested Freshwater Wetlands,,8
21150,21150,"<a href=""http://google.com/maps/place/27.80187+-82.61925/@27.80187,-82.6192515z  target=""_blank"">Google Map</a>",2021,Region 4,FL,Tampa Bay Estuary Program,Coffeepot Bayou Watershed Alliance Invasive Removal,"Coffeepot Bayou Watershed Alliance Invasive Removal. Mangrove habitat along highly utilized bayou draining into Tampa Bay.   Mechanical removal of invasive species and debris from mangrove habitat, shoreline, and outer edge of forest fringe.",Mangrove habitat along highly utilized bayou draining into Tampa Bay,Forested Wetland,,,1500.0,Debris Removal,,,0,10900,Climate Change Adaptation:Improve or protect water quality:Improve/Increase educational or recreational opportunities:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for fish/shellfish:Protect/improve/provide habitat for other wildlife,Restoration,Coffeepot Bayou Watershed Alliance,,27.8019,-82.6193,Tampa Bay Estuary Specialty License Plate,City of St. Petersburg,28-SEP-21 09.36.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XSSCOLAR,sscolaro@tbep.org,Forested Freshwater Wetlands,,3
21099,21099,"<a href=""http://google.com/maps/place/27.841+-81.774/@27.841,-81.77415z  target=""_blank"">Google Map</a>",2021,Region 4,FL,Tampa Bay Estuary Program,Lake Seminole Park Exotic Vegetation Maintenance,"Lake Seminole Park Exotic Vegetation Maintenance.  Herbicide treatment applied (glyphosate and triclopyr), re-treated areas currently in maintenance, rosary pea, air potato, Brazilian pepper, Australian almund tree, punk tree, cogon grass, Guinea grass, lead tree, castor bean, java plum, carrotwood, lantana, simpleleaf chastetree, scaevola+ - all hardwoods basil treated or near water cut and stump treated with triclopyr, all others were foliar treated with glyphosate","Mesic flatwoods, scrubby flatwoods, freshwater lake, Public recreation",Forest/Woodland,100.0,,,Invasives Control/Removal - Vegetation,,Y,0,0,Improve/Increase educational or recreational opportunities:Protect/improve/provide habitat for birds:Protect/improve/provide habitat for other wildlife,Restoration,Pinellas County Parks and Conservation,,27.8410,-81.7740,Pinellas County Operating,Pinellas County,28-SEP-21 11.44.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XSSCOLAR,sscolaro@tbep.org,Uplands (Non-coastal),,134
21328,21328,"<a href=""http://google.com/maps/place/27.5157+-82.16713/@27.5157,-82.1671315z  target=""_blank"">Google Map</a>",2021,Region 4,FL,Tampa Bay Estuary Program,Duette Preserve Habitat Management Activities,"Duette Preserve Habitat Management Activities. Duette Preserve is host to many of the native plant communities throughout Manatee County, providing protection and preservation of pine flatwoods, hardwood swamps, xeric oak scrub, depression marsh, and vast dry prairie.  Removed of feral hogs, for prescribed fire burn, and targeted treatment to cogon grass and other invasive exotic plants. Foliar application of systemic herbicides from backpack and UTV mounted spray systems using Imazapyr, Aminopyralid, Glyphosate, and Triclopyr ester pursuant to label rates based by habitat type and adjacent vegetation composition as approved by County staff.","Duette Preserve contains the headwaters of Manatee River. A wide variety of game and non-game animals can be found out at Duette Preserve, including the burrowing owl, snowy egret, white ibis, gopher tortoise, and at least three endangered/threatened species. Duette Preserve is host to many of the native plant communities throughout Manatee County, providing protection and preservation of pine flatwoods, hardwood swamps, xeric oak scrub, depression marsh, and vast dry prairie.",Forest/Woodland,11000.0,,,Invasives Control/Removal - Vegetation,,,0,85000,Protect/improve/provide habitat for other wildlife,Restoration,Florida Fish and Wildlife Conservation Commission,,27.5157,-82.1671,Florida Fish and Wildlife Conservation Commission,Manatee County,28-SEP-21 11.43.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XGRAULER,graulerson@tbep.org,Uplands (Non-coastal),,134
21142,21142,"<a href=""http://google.com/maps/place/28.083+-82.669/@28.083,-82.66915z  target=""_blank"">Google Map</a>",2021,Region 4,FL,Tampa Bay Estuary Program,Brooker Creek Preserve Flatwoods Restoration,Brooker Creek Preserve Flatwoods Restoration.  Restored the flatwoods’ biodiversity and reduced the high fuel loads through mechanical thinning with use of mulching head mower equipment.  This will also allow these areas to be burned under safer conditions and put on a regular burn regime to maintain the plant biodiversity which will also provide good habitat for resident wildlife.,Flatwoods in Brooker Creek Preserve,Forest/Woodland,266.0,,,Debris Removal,,,0,250035,Protect/improve/provide habitat for other wildlife,Restoration,Pinellas County,,28.0830,-82.6690,Pinellas County,"Pinellas County, Southwest Florida Water Management District",28-SEP-21 11.40.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XGRAULER,graulerson@tbep.org,Uplands (Non-coastal),,9
21143,21143,"<a href=""http://google.com/maps/place/28.05018+-82.43935/@28.05018,-82.4393515z  target=""_blank"">Google Map</a>",2021,Region 4,FL,Tampa Bay Estuary Program,Copeland Park Pond Restoration,"Copeland Park Pond Restoration community center and swimming pool complex, restrooms, playground areas, and several parking areas.  The project is located in the Hillsborough Bay watershed, and is an inland pond as a result of an old sinkhole. The pond has endured silt build-up over the years from runoff and has been invaded with non-native plant species.  The project includes removal of sediment and invasive plant material, re-grading the shoreline and planting with native aquatic plants on the littoral shelf. The project began in April 2021, and was completed in late July, 2021.","community center and swimming pool complex, restrooms, playground areas, and several parking areas. The pond has endured silt build-up over the years from runoff and has been invaded with non-native plant species.",Lake/Pond,1.8,,,Shoreline Stabilization/Enhancement,,,0,240000,Improve or protect water quality:Protect/improve/provide habitat for birds,Restoration,City of Tampa,,28.0502,-82.4394,RESTORE grant via Tampa Bay Estuary Program,City of Tampa,28-SEP-21 09.49.00.000000000 AM -04:00,,,APPROVED,APPROVED,,XGRAULER,graulerson@tbep.org,Non-forested Freshwater Wetlands,Living Shorelines,1
