"View_Detail","Federal_Fiscal_Year","Region","State_Code","NEP_Name","Project_Name","Project_Description","Habitat_Description","Habitat_Type","Restoration_Technique","Donated_Land","Data_Unavailable","Total_Project_Cost","Project_Benefits","Activity_Name","Lead_Implementer","Partners","Main_Funding_Source","Site_Owner","Last_Updated_Date","NEP_Comments","HQ_Comments","HQ_Status","Region_Status","Author","Submitter_Email","PrimaryHabitat","SecondaryHabitat","EPA_Section_320","Acres","Miles","Latitude","Longitude","Feet","ID_Number","GeneralHabitat","GeneralActivity","BeforePhotoCredit","BeforePhotoCaption","DuringPhotoCredit","DuringPhotoCaption","AfterPhotoCredit","AfterPhotoCaption"
4744,2015,"Region 4","FL","Tampa Bay Estuary Program","Allen�s Creek Management Area Exotic Vegetation Control","Nuisance exotic vegetation control in hammock, mangrove swamp and marsh areas in Allen's Creek. The site is under maintenance control. Two treatments are done per year.","Hammock, mangrove swamp, and marsh in Allen�s Creek Management Area.","Freshwater Marsh","Invasives Control/Removal - Vegetation","","","29379","Improve or protect water quality:Protect/improve/provide habitat for other wildlife","Maintenance","Pinellas County","","Pinellas County Parks & Conservation Resources Operating Budget","Pinellas County","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Non-forested Freshwater Wetlands","",0,4,NA,27.93,-82.741,NA,"","Freshwater","Maintenance","","","","","",""
4866,2015,"Region 4","FL","Tampa Bay Estuary Program","Alligator Lake Habitat Restoration","This project is removal of exotic, invasive vegetation and hydrological restoration and/or creation in flatwoods, hammocks and freshwater marshes in Alligator Lake in Safety Harbor.","Alligator Lake is a 55 acre property located in Safety Harbor, Pinellas County, Florida. This area supports flatwoods, hammocks, and freshwater  marshes.","","Invasives Control/Removal - Vegetation","","","1750000","","","Pinellas County","SWFWMD","","","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Forested Freshwater Wetlands","",0,19,NA,27.981,-82.702,NA,"R-120","Freshwater","Restoration","","","","","",""
4824,2015,"Region 4","FL","Tampa Bay Estuary Program","Bahia Beach Nature Preserve","Maintenance removal of exotic, invasive vegetation to allow native plants to recruit to the natural areas. The restoration area consists of new wetlands created for the purposes of enhancing wildlife and marine habitat and improving water quality discharg","","","Invasives Control/Removal - Vegetation","","","","","","Hillsborough County","","","","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Mangrove Forests","",0,80,NA,27.722,-82.468,NA,"E-216","Estuarine","Maintenance","","","","","",""
4825,2015,"Region 4","FL","Tampa Bay Estuary Program","Balm Boyette Scrub Preserve","This project reduced hardwoods using mechanical reduction method to promote the diversity of native plants and trees. Natives such as sand pine scrub, pine flatwoods, oak hammocks, creeks, grassy meadows, and freshwater marshes.","","","Other","","","","","","Hillsborough County","","","","11-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Uplands (Non-coastal)","",0,97,NA,27.78,-82.257,NA,"E-217","Uplands","Maintenance","","","","","",""
4874,2015,"Region 4","FL","Tampa Bay Estuary Program","Balm Scrub Addition","This project removed exotic, invasive vegetation to allow native plants to recruit to the natural areas.","","","Invasives Control/Removal - Vegetation","","","","","","Hillsborough County","","","","11-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Uplands (Non-coastal)","",0,430,NA,27.723,-82.294,NA,"E-218","Uplands","Maintenance","","","","","",""
4889,2015,"Region 4","FL","Tampa Bay Estuary Program","Bear Creek Channel Improvements","Construction of in-line sediment sump on the Bear Creek Channel. Erosion control on slopes of channel and removal of sedimentation within the Bear Creek lagoon. Bear Creek is a major outfall into Boca Ciega Bay within Pinellas County. This project will im","","","Shoreline Stabilization/Enhancement","","","","","","Pinellas County","","","","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Low-Salinity Salt Marsh","Living Shorelines",0,7,NA,27.759,-82.729,NA,"R-121","Estuarine","Restoration","","","","","",""
4886,2015,"Region 4","FL","Tampa Bay Estuary Program","Blackwater Creek Preseve","This project reduced  hardwoods using mechanical reduction method to promote the diversity of native plants and trees. Some native plants and trees located at this site include pine flatwoods, palmetto prairie and riverine swamp, interspersed with oak ham","This 1993-acre preserve includes some of the finest remaining examples of pine flatwoods, palmetto prairie and riverine swamp, interspersed with oak hammock, cypress swamp, freshwater marsh and wet prairie.","","Other","","","37500","","","Hillsborough County","","","","11-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Uplands (Non-coastal)","",0,650,NA,28.132,-82.176,NA,"E-219","Uplands","Maintenance","","","","","",""
4823,2015,"Region 4","FL","Tampa Bay Estuary Program","Brooker Creek Preserve Flatwoods Restoration","To restore the flatwoods’ biodiversity and reduce the high fuel loads through mechanical thinning with use of mulching head mower equipment. This will also allow these areas to be burned under safer conditions and put on a regular burn regime to maintain","Flatwoods in Brooker Creek Preserve located in Pinellas County.","","Other","","","296250","","","Pinellas County","","","","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Uplands (Non-coastal)","",0,250,NA,28.104,-82.658,NA,"E-220","Uplands","Maintenance","","","","","",""
4934,2015,"Region 4","FL","Tampa Bay Estuary Program","Brooker Creek Preserve Prescribed Burn � Unit: Northeast","Prescribed burn used to enhance native habitats by recycling nutrients and increasing plant growth.","Forested uplands in Brooker Creek Preserve located in Pinellas County.","Forest/Woodland","Prescribed Burn","","","1015","Protect/improve/provide habitat for other wildlife","Restoration","Pinellas County","","Florida Forest Service","Pinellas County","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Uplands (Non-coastal)","",0,21,NA,28.144,-82.652,NA,"","Uplands","Restoration","","","","","",""
4932,2015,"Region 4","FL","Tampa Bay Estuary Program","Brooker Creek Preserve Prescribed Burn � Unit: Red Trail","Prescribed burn used to enhance native habitats by recycling nutrients and increasing plant growth.","Flatwoods in Brooker Creek Preserve located in Pinellas County.","Forest/Woodland","Prescribed Burn","","","4090","Protect/improve/provide habitat for other wildlife","Restoration","Pinellas County","","Florida Forest Service","Pinellas County","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Uplands (Non-coastal)","",0,66,NA,28.097,-82.656,NA,"","Uplands","Restoration","","","","","",""
4933,2015,"Region 4","FL","Tampa Bay Estuary Program","Brooker Creek Preserve Prescribed Burn � Unit: Twisted Pine Trail","Prescribed burn used to enhance native habitats by recycling nutrients and increasing plant growth.","Flatwoods in Brooker Creek Preserve located in Pinellas County.","Forest/Woodland","Prescribed Burn","","","4090","Protect/improve/provide habitat for other wildlife","Restoration","Pinellas County","","Florida Forest Service","Pinellas County","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Uplands (Non-coastal)","",0,59,NA,28.093,-82.654,NA,"","Uplands","Restoration","","","","","",""
4935,2015,"Region 4","FL","Tampa Bay Estuary Program","Brooker Creek Preserve Prescribed Burn � Unit: Whispering Lakes West","Prescribed burn used to enhance native habitats by recycling nutrients and increasing plant growth.","Flatwoods within Brooker Creek Preserve located in Pinellas County.","Forest/Woodland","Prescribed Burn","","","3275","Protect/improve/provide habitat for other wildlife","Restoration","Pinellas County","","Florida Forest Service","Pinellas County","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Uplands (Non-coastal)","",0,9,NA,28.141,-82.662,NA,"","Uplands","Restoration","","","","","",""
4805,2015,"Region 4","FL","Tampa Bay Estuary Program","Bullfrog Creek Scrub Preserve","Design and construction of two low-flow water crossings across tributaries to Bullfrog Creek was completed using geoweb and stone to allow maintenance vehicles access to the site while minimizing impacts to water quality and streambeds. The project benefi","","","Stream Flow Modification (including stream pool construction)","","","","","","Hillsborough County","","","","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Non-forested Freshwater Wetlands","",0,302,NA,27.837,-82.382,NA,"R-122","Freshwater","Restoration","","","","","",""
4931,2015,"Region 4","FL","Tampa Bay Estuary Program","Duette Preserve Exotic Treatment","Treatment of exotic plants with herbicides in Pine Plantations, Pine Flatwoods, and Scrub areas. Example of plants treated include Cogon Grass, Brazilian Pepper, Climbing Fern, Tropical Soda Apple, and Natal Grass.","","","Invasives Control/Removal - Vegetation","","","","","","Manatee County","","","","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Uplands (Non-coastal)","",0,7000,NA,27.534,-82.104,NA,"E-225","Uplands","Maintenance","","","","","",""
4763,2015,"Region 4","FL","Tampa Bay Estuary Program","Duette Preserve Longleaf Pine Planting 2015","The purpose of this project is to reestablish longleaf pines at Duette Preserve to bring back Saw palmetto and wiregrass which dominated native flatwoods community with some patches of hardwood hammock, scrub, and scrubby flatwoods.","","","Planting","","","","","","Manatee County","","","","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Uplands (Non-coastal)","",0,165,NA,27.532,-82.101,NA,"E-226","Uplands","Maintenance","","","","","",""
4918,2015,"Region 4","FL","Tampa Bay Estuary Program","Duette Preserve Prescribed Burning","Use of prescribed fire to aid in the maintenance of the natural areas within Duette Preserve to maintain the plant biodiversity which will also provide good habitat for resident wildlife.","","","Prescribed Burn","","","","","","Manatee County","","","","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Uplands (Non-coastal)","",0,5775,NA,27.534,-82.104,NA,"E-227","Uplands","Maintenance","","","","","",""
4936,2015,"Region 4","FL","Tampa Bay Estuary Program","East Lake Management Area Exotic Vegetation Control","Nuisance exotic vegetation control removal using chemical and mechanical methods which will  provide good habitat for resident wildlife.","Forested wetland in East Lake Management Area.","","Invasives Control/Removal - Vegetation","","","4000","","","Pinellas County","","","","11-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Forested Freshwater Wetlands","",0,4,NA,28.096,-82.7,NA,"E-228","Freshwater","Maintenance","","","","","",""
4869,2015,"Region 4","FL","Tampa Bay Estuary Program","Feather Sound Coastal Restoration","Non-native invasive vegetation was removed and native coastal upland plants replace the non-native species that were removed in these coastal uplands and high marsh areas to improve water quality and provide habitat for other wildlife.","","","Planting","","","","","","Pinellas County","","","","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Non-forested Freshwater Wetlands","",0,5,NA,27.902,-82.658,NA,"R-123","Freshwater","Restoration","","","","","",""
4820,2015,"Region 4","FL","Tampa Bay Estuary Program","Give A Day for the Bay Boyd Hill Nature Preserve","The 245 acre park is part of the Great Florida Birding Trail and is home to a Bird of prey aviary. Volunteers removed invasive plants such as Caesar weed, invasive pothos, and air potatoes to allow more natural habitat for wildlife.","","","Invasives Control/Removal - Vegetation","","","","","","Tampa Bay Estuary Program","","","","11-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Uplands (Non-coastal)","",0,2,NA,27.732,-82.658,NA,"E-229","Uplands","Maintenance","","","","","",""
4806,2015,"Region 4","FL","Tampa Bay Estuary Program","Give A Day for the Bay Fort De Soto Park","Volunteers planted 15,000 plants along the shoreline at Fort De Soto Park. Plants included sea oats, beach sunflower and railroad vine.","","","Planting","","","","","","Tampa Bay Estuary Program","","","","02-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Intertidal Estuarine (Other)","",0,3,NA,27.618,-82.723,NA,"E-230","Estuarine","Maintenance","","","","","",""
5592,2015,"Region 4","FL","Tampa Bay Estuary Program","Give A Day for the Bay Moccasin Lake Nature Center","Volunteers removed  invasive plants within the park to improve water quality and provide habitat for other wildlife. Invasive plants include air potato, rosary pea and Caesar weed.","Moccasin Lake is a 51-acre nature preserve with trails and boardwalks under a canopy of mature oaks and across ponds and creeks, with an array of wildlife including gopher turtles, raccoons, and many birds. It is home to several injured birds of prey.","","Invasives Control/Removal - Vegetation","","","400","","","Tampa Bay Estuary Program","","","","11-SEP-15 12.00.00.000000000 AM -05:00","","","APPROVED","APPROVED","","ron@tbep.org","Uplands (Non-coastal)","",0,5,NA,27.977,-82.725,NA,"E-231","Uplands","Maintenance","","","","","",""
